,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
41,Valentino kimji phone pouch cross body bag exclusive to ASOS in black multi,Valentino Bags,BLACK,images.asos-media.com/products/valentino-kimji-phone-pouch-cross-body-bag-exclusive-to-asos-in-black-multi/203066090-1-black,valentino kimji phone pouch cross body bag exclusive to asos in black multi,"['valentino', 'kimji', 'phone', 'pouch', 'cross', 'body', 'bag', 'exclusive', 'to', 'asos', 'in', 'black', 'multi']","['valentino', 'kimji', 'phone', 'pouch', 'cross', 'body', 'bag', 'exclusive', 'asos', 'black', 'multi']","[('valentino', 'n'), ('kimji', 'n'), ('phone', 'n'), ('pouch', 'n'), ('cross', 'n'), ('body', 'n'), ('bag', 'n'), ('exclusive', 'a'), ('asos', 'n'), ('black', 'a'), ('multi', 'n')]","['valentino', 'kimji', 'phone', 'pouch', 'cross', 'body', 'bag', 'exclusive', 'asos', 'black', 'multi']",valentino kimji phone pouch cross body bag exclusive asos black multi
42,adidas Originals adicolor three stripe vest in green,adidas Originals,mineral green,images.asos-media.com/products/adidas-originals-adicolor-three-stripe-vest-in-green/202839849-1-mineralgreen,adidas originals adicolor three stripe vest in green,"['adidas', 'originals', 'adicolor', 'three', 'stripe', 'vest', 'in', 'green']","['adidas', 'originals', 'adicolor', 'three', 'stripe', 'vest', 'green']","[('adidas', 'n'), ('originals', 'n'), ('adicolor', 'n'), ('three', 'n'), ('stripe', 'n'), ('vest', 'n'), ('green', 'n')]","['adidas', 'original', 'adicolor', 'three', 'stripe', 'vest', 'green']",adidas original adicolor three stripe vest green
43,Nike Club 1/4 zip sweat in grey,Nike,GREY,images.asos-media.com/products/nike-club-1-4-zip-sweat-in-grey/202288711-1-grey,nike club 14 zip sweat in grey,"['nike', 'club', '14', 'zip', 'sweat', 'in', 'grey']","['nike', 'club', '14', 'zip', 'sweat', 'grey']","[('nike', 'n'), ('club', 'n'), ('14', 'n'), ('zip', 'n'), ('sweat', 'n'), ('grey', 'n')]","['nike', 'club', '14', 'zip', 'sweat', 'grey']",nike club 14 zip sweat grey
44,Jaded London skater fit shorts in black textured denim,Jaded London,BLACK,images.asos-media.com/products/jaded-london-skater-fit-shorts-in-black-textured-denim/202624817-1-black,jaded london skater fit shorts in black textured denim,"['jaded', 'london', 'skater', 'fit', 'shorts', 'in', 'black', 'textured', 'denim']","['jaded', 'london', 'skater', 'fit', 'shorts', 'black', 'textured', 'denim']","[('jaded', 'n'), ('london', 'n'), ('skater', 'n'), ('fit', 'a'), ('shorts', 'n'), ('black', 'a'), ('textured', 'n'), ('denim', 'n')]","['jaded', 'london', 'skater', 'fit', 'short', 'black', 'textured', 'denim']",jaded london skater fit short black textured denim
45,adidas Originals Hyperturf trainers in triple white,adidas Originals,WHITE,images.asos-media.com/products/adidas-originals-hyperturf-trainers-in-triple-white/202846171-1-white,adidas originals hyperturf trainers in triple white,"['adidas', 'originals', 'hyperturf', 'trainers', 'in', 'triple', 'white']","['adidas', 'originals', 'hyperturf', 'trainers', 'triple', 'white']","[('adidas', 'n'), ('originals', 'n'), ('hyperturf', 'n'), ('trainers', 'n'), ('triple', 'n'), ('white', 'a')]","['adidas', 'original', 'hyperturf', 'trainer', 'triple', 'white']",adidas original hyperturf trainer triple white
46,AIRE atom round sunglasses in black,Aire,BLACK,images.asos-media.com/products/aire-atom-round-sunglasses-in-black/202831715-1-black,aire atom round sunglasses in black,"['aire', 'atom', 'round', 'sunglasses', 'in', 'black']","['aire', 'atom', 'round', 'sunglasses', 'black']","[('aire', 'n'), ('atom', 'n'), ('round', 'n'), ('sunglasses', 'n'), ('black', 'a')]","['aire', 'atom', 'round', 'sunglass', 'black']",aire atom round sunglass black
47,adidas Originals Rekive 3 stripe logo shorts in pink,adidas Originals,PINK,images.asos-media.com/products/adidas-originals-rekive-3-stripe-logo-shorts-in-pink/202096662-1-pink,adidas originals rekive 3 stripe logo shorts in pink,"['adidas', 'originals', 'rekive', '3', 'stripe', 'logo', 'shorts', 'in', 'pink']","['adidas', 'originals', 'rekive', '3', 'stripe', 'logo', 'shorts', 'pink']","[('adidas', 'n'), ('originals', 'n'), ('rekive', 'n'), ('3', 'n'), ('stripe', 'n'), ('logo', 'n'), ('shorts', 'n'), ('pink', 'a')]","['adidas', 'original', 'rekive', '3', 'stripe', 'logo', 'short', 'pink']",adidas original rekive 3 stripe logo short pink
48,ASOS DESIGN 90s oversized shirt in black and white buffalo check,ASOS DESIGN,WHITE,images.asos-media.com/products/asos-design-90s-oversized-shirt-in-black-and-white-buffalo-check/202667901-1-white,asos design 90s oversized shirt in black and white buffalo check,"['asos', 'design', '90s', 'oversized', 'shirt', 'in', 'black', 'and', 'white', 'buffalo', 'check']","['asos', 'design', '90s', 'oversized', 'shirt', 'black', 'white', 'buffalo', 'check']","[('asos', 'n'), ('design', 'n'), ('90s', 'n'), ('oversized', 'n'), ('shirt', 'n'), ('black', 'a'), ('white', 'a'), ('buffalo', 'n'), ('check', 'n')]","['asos', 'design', '90', 'oversized', 'shirt', 'black', 'white', 'buffalo', 'check']",asos design 90 oversized shirt black white buffalo check
49,ASOS DESIGN co-ord swim shorts in short length with hand drawn floral print in blue,ASOS DESIGN,Ashley Blue,images.asos-media.com/products/asos-design-co-ord-swim-shorts-in-short-length-with-hand-drawn-floral-print-in-blue/201555858-1-ashleyblue,asos design coord swim shorts in short length with hand drawn floral print in blue,"['asos', 'design', 'coord', 'swim', 'shorts', 'in', 'short', 'length', 'with', 'hand', 'drawn', 'floral', 'print', 'in', 'blue']","['asos', 'design', 'coord', 'swim', 'shorts', 'short', 'length', 'hand', 'drawn', 'floral', 'print', 'blue']","[('asos', 'n'), ('design', 'n'), ('coord', 'n'), ('swim', 'n'), ('shorts', 'n'), ('short', 'a'), ('length', 'n'), ('hand', 'n'), ('drawn', 'v'), ('floral', 'n'), ('print', 'n'), ('blue', 'a')]","['asos', 'design', 'coord', 'swim', 'short', 'short', 'length', 'hand', 'draw', 'floral', 'print', 'blue']",asos design coord swim short short length hand draw floral print blue
50,ASOS DESIGN wedding skinny double breasted blazer with gold buttons in black,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-wedding-skinny-double-breasted-blazer-with-gold-buttons-in-black/202275488-1-black,asos design wedding skinny double breasted blazer with gold buttons in black,"['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'with', 'gold', 'buttons', 'in', 'black']","['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'gold', 'buttons', 'black']","[('asos', 'n'), ('design', 'n'), ('wedding', 'n'), ('skinny', 'n'), ('double', 'n'), ('breasted', 'n'), ('blazer', 'n'), ('gold', 'a'), ('buttons', 'n'), ('black', 'a')]","['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'gold', 'button', 'black']",asos design wedding skinny double breasted blazer gold button black
51,ASOS DESIGN wedding super skinny suit trousers in navy micro texture,ASOS DESIGN,NAVY,images.asos-media.com/products/asos-design-wedding-super-skinny-suit-trousers-in-navy-micro-texture/201000919-1-navy,asos design wedding super skinny suit trousers in navy micro texture,"['asos', 'design', 'wedding', 'super', 'skinny', 'suit', 'trousers', 'in', 'navy', 'micro', 'texture']","['asos', 'design', 'wedding', 'super', 'skinny', 'suit', 'trousers', 'navy', 'micro', 'texture']","[('asos', 'n'), ('design', 'n'), ('wedding', 'n'), ('super', 'a'), ('skinny', 'n'), ('suit', 'n'), ('trousers', 'n'), ('navy', 'n'), ('micro', 'n'), ('texture', 'n')]","['asos', 'design', 'wedding', 'super', 'skinny', 'suit', 'trouser', 'navy', 'micro', 'texture']",asos design wedding super skinny suit trouser navy micro texture
52,Nike crew neck sweatshirt with retro chest print in grey heather,Nike,DK GREY HE,images.asos-media.com/products/nike-crew-neck-sweatshirt-with-retro-chest-print-in-grey-heather/202753666-1-dkgreyhe,nike crew neck sweatshirt with retro chest print in grey heather,"['nike', 'crew', 'neck', 'sweatshirt', 'with', 'retro', 'chest', 'print', 'in', 'grey', 'heather']","['nike', 'crew', 'neck', 'sweatshirt', 'retro', 'chest', 'print', 'grey', 'heather']","[('nike', 'n'), ('crew', 'n'), ('neck', 'n'), ('sweatshirt', 'n'), ('retro', 'n'), ('chest', 'n'), ('print', 'n'), ('grey', 'n'), ('heather', 'n')]","['nike', 'crew', 'neck', 'sweatshirt', 'retro', 'chest', 'print', 'grey', 'heather']",nike crew neck sweatshirt retro chest print grey heather
53,adidas Originals 'Wander Hour' fleece with snap buttons in brown,adidas Originals,CHALKY BROWN,images.asos-media.com/products/adidas-originals-wander-hour-fleece-with-snap-buttons-in-brown/203213547-1-chalkybrown,adidas originals wander hour fleece with snap buttons in brown,"['adidas', 'originals', 'wander', 'hour', 'fleece', 'with', 'snap', 'buttons', 'in', 'brown']","['adidas', 'originals', 'wander', 'hour', 'fleece', 'snap', 'buttons', 'brown']","[('adidas', 'n'), ('originals', 'n'), ('wander', 'n'), ('hour', 'n'), ('fleece', 'n'), ('snap', 'n'), ('buttons', 'n'), ('brown', 'a')]","['adidas', 'original', 'wander', 'hour', 'fleece', 'snap', 'button', 'brown']",adidas original wander hour fleece snap button brown
54,Jack & Jones Originals smart shirt in white,Jack & Jones,White,images.asos-media.com/products/jack-jones-originals-smart-shirt-in-white/203573491-1-white,jack  jones originals smart shirt in white,"['jack', 'jones', 'originals', 'smart', 'shirt', 'in', 'white']","['jack', 'jones', 'originals', 'smart', 'shirt', 'white']","[('jack', 'n'), ('jones', 'n'), ('originals', 'n'), ('smart', 'n'), ('shirt', 'n'), ('white', 'a')]","['jack', 'jones', 'original', 'smart', 'shirt', 'white']",jack jones original smart shirt white
55,Topman extreme oversized t-shirt with Los Angeles embroidery in light grey,Topman,GREY,images.asos-media.com/products/topman-extreme-oversized-t-shirt-with-los-angeles-embroidery-in-light-grey/203356672-1-grey,topman extreme oversized tshirt with los angeles embroidery in light grey,"['topman', 'extreme', 'oversized', 'tshirt', 'with', 'los', 'angeles', 'embroidery', 'in', 'light', 'grey']","['topman', 'extreme', 'oversized', 'tshirt', 'los', 'angeles', 'embroidery', 'light', 'grey']","[('topman', 'n'), ('extreme', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('los', 'n'), ('angeles', 'n'), ('embroidery', 'n'), ('light', 'a'), ('grey', 'n')]","['topman', 'extreme', 'oversized', 'tshirt', 'los', 'angeles', 'embroidery', 'light', 'grey']",topman extreme oversized tshirt los angeles embroidery light grey
56,ADPT wide fit smart trousers in black,ADPT,Black,images.asos-media.com/products/adpt-wide-fit-smart-trousers-in-black/203835146-1-black,adpt wide fit smart trousers in black,"['adpt', 'wide', 'fit', 'smart', 'trousers', 'in', 'black']","['adpt', 'wide', 'fit', 'smart', 'trousers', 'black']","[('adpt', 'n'), ('wide', 'a'), ('fit', 'a'), ('smart', 'n'), ('trousers', 'n'), ('black', 'a')]","['adpt', 'wide', 'fit', 'smart', 'trouser', 'black']",adpt wide fit smart trouser black
57,ADPT wide fit smart trousers in light grey,ADPT,Drizzle,images.asos-media.com/products/adpt-wide-fit-smart-trousers-in-light-grey/203834939-1-drizzle,adpt wide fit smart trousers in light grey,"['adpt', 'wide', 'fit', 'smart', 'trousers', 'in', 'light', 'grey']","['adpt', 'wide', 'fit', 'smart', 'trousers', 'light', 'grey']","[('adpt', 'n'), ('wide', 'a'), ('fit', 'a'), ('smart', 'n'), ('trousers', 'n'), ('light', 'a'), ('grey', 'n')]","['adpt', 'wide', 'fit', 'smart', 'trouser', 'light', 'grey']",adpt wide fit smart trouser light grey
58,ASOS DESIGN retro aviator sunglasses with black matte frame and pink lens,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-retro-aviator-sunglasses-with-black-matte-frame-and-pink-lens/201131846-1-black,asos design retro aviator sunglasses with black matte frame and pink lens,"['asos', 'design', 'retro', 'aviator', 'sunglasses', 'with', 'black', 'matte', 'frame', 'and', 'pink', 'lens']","['asos', 'design', 'retro', 'aviator', 'sunglasses', 'black', 'matte', 'frame', 'pink', 'lens']","[('asos', 'n'), ('design', 'n'), ('retro', 'n'), ('aviator', 'n'), ('sunglasses', 'n'), ('black', 'a'), ('matte', 'n'), ('frame', 'n'), ('pink', 'a'), ('lens', 'n')]","['asos', 'design', 'retro', 'aviator', 'sunglass', 'black', 'matte', 'frame', 'pink', 'lens']",asos design retro aviator sunglass black matte frame pink lens
59,adidas Originals gum sole Handball Spezial trainers in green and burgundy,adidas Originals,GREEN,images.asos-media.com/products/adidas-originals-gum-sole-handball-spezial-trainers-in-green-and-burgundy/202528876-1-green,adidas originals gum sole handball spezial trainers in green and burgundy,"['adidas', 'originals', 'gum', 'sole', 'handball', 'spezial', 'trainers', 'in', 'green', 'and', 'burgundy']","['adidas', 'originals', 'gum', 'sole', 'handball', 'spezial', 'trainers', 'green', 'burgundy']","[('adidas', 'n'), ('originals', 'n'), ('gum', 'n'), ('sole', 'n'), ('handball', 'n'), ('spezial', 'n'), ('trainers', 'n'), ('green', 'n'), ('burgundy', 'n')]","['adidas', 'original', 'gum', 'sole', 'handball', 'spezial', 'trainer', 'green', 'burgundy']",adidas original gum sole handball spezial trainer green burgundy
60,ASOS DESIGN relaxed heavyweight t-shirt in dark green,ASOS DESIGN,GREENER PASTURES,images.asos-media.com/products/asos-design-relaxed-heavyweight-t-shirt-in-dark-green/203078755-1-greenerpastures,asos design relaxed heavyweight tshirt in dark green,"['asos', 'design', 'relaxed', 'heavyweight', 'tshirt', 'in', 'dark', 'green']","['asos', 'design', 'relaxed', 'heavyweight', 'tshirt', 'dark', 'green']","[('asos', 'n'), ('design', 'n'), ('relaxed', 'n'), ('heavyweight', 'n'), ('tshirt', 'n'), ('dark', 'a'), ('green', 'a')]","['asos', 'design', 'relaxed', 'heavyweight', 'tshirt', 'dark', 'green']",asos design relaxed heavyweight tshirt dark green
61,Nike Heritage 2.0 cross body bag in black/grey,Nike,ANTHRACITE/WHITE,images.asos-media.com/products/nike-heritage-20-cross-body-bag-in-black-grey/202240379-1-anthracitewhite,nike heritage 20 cross body bag in blackgrey,"['nike', 'heritage', '20', 'cross', 'body', 'bag', 'in', 'blackgrey']","['nike', 'heritage', '20', 'cross', 'body', 'bag', 'blackgrey']","[('nike', 'n'), ('heritage', 'n'), ('20', 'n'), ('cross', 'n'), ('body', 'n'), ('bag', 'n'), ('blackgrey', 'n')]","['nike', 'heritage', '20', 'cross', 'body', 'bag', 'blackgrey']",nike heritage 20 cross body bag blackgrey
62,Nike t-shirt with double logo in biocoastal,Nike,BICOASTAL,images.asos-media.com/products/nike-t-shirt-with-double-logo-in-biocoastal/202748665-1-bicoastal,nike tshirt with double logo in biocoastal,"['nike', 'tshirt', 'with', 'double', 'logo', 'in', 'biocoastal']","['nike', 'tshirt', 'double', 'logo', 'biocoastal']","[('nike', 'n'), ('tshirt', 'n'), ('double', 'n'), ('logo', 'n'), ('biocoastal', 'n')]","['nike', 'tshirt', 'double', 'logo', 'biocoastal']",nike tshirt double logo biocoastal
63,ASOS DESIGN slim oxford shirt in burgundy yarn dye,ASOS DESIGN,BURGUNDY,images.asos-media.com/products/asos-design-slim-oxford-shirt-in-burgundy-yarn-dye/202737302-1-burgundy,asos design slim oxford shirt in burgundy yarn dye,"['asos', 'design', 'slim', 'oxford', 'shirt', 'in', 'burgundy', 'yarn', 'dye']","['asos', 'design', 'slim', 'oxford', 'shirt', 'burgundy', 'yarn', 'dye']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('oxford', 'n'), ('shirt', 'n'), ('burgundy', 'n'), ('yarn', 'n'), ('dye', 'n')]","['asos', 'design', 'slim', 'oxford', 'shirt', 'burgundy', 'yarn', 'dye']",asos design slim oxford shirt burgundy yarn dye
64,New Look relaxed fit cardigan in dark grey,New Look,Dark Grey,images.asos-media.com/products/new-look-relaxed-fit-cardigan-in-dark-grey/204034192-1-darkgrey,new look relaxed fit cardigan in dark grey,"['new', 'look', 'relaxed', 'fit', 'cardigan', 'in', 'dark', 'grey']","['new', 'look', 'relaxed', 'fit', 'cardigan', 'dark', 'grey']","[('new', 'a'), ('look', 'n'), ('relaxed', 'n'), ('fit', 'a'), ('cardigan', 'n'), ('dark', 'a'), ('grey', 'n')]","['new', 'look', 'relaxed', 'fit', 'cardigan', 'dark', 'grey']",new look relaxed fit cardigan dark grey
65,Pull&Bear roll neck jumper in brown exclusive at ASOS,Pull&Bear,BROWN,images.asos-media.com/products/pullbear-roll-neck-jumper-in-brown-exclusive-at-asos/203957844-1-brown,pullbear roll neck jumper in brown exclusive at asos,"['pullbear', 'roll', 'neck', 'jumper', 'in', 'brown', 'exclusive', 'at', 'asos']","['pullbear', 'roll', 'neck', 'jumper', 'brown', 'exclusive', 'asos']","[('pullbear', 'n'), ('roll', 'n'), ('neck', 'n'), ('jumper', 'n'), ('brown', 'a'), ('exclusive', 'a'), ('asos', 'n')]","['pullbear', 'roll', 'neck', 'jumper', 'brown', 'exclusive', 'asos']",pullbear roll neck jumper brown exclusive asos
66,Faded Future hoop earrings with crystals in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-hoop-earrings-with-crystals-in-silver/203624832-1-silver,faded future hoop earrings with crystals in silver,"['faded', 'future', 'hoop', 'earrings', 'with', 'crystals', 'in', 'silver']","['faded', 'future', 'hoop', 'earrings', 'crystals', 'silver']","[('faded', 'n'), ('future', 'a'), ('hoop', 'n'), ('earrings', 'n'), ('crystals', 'n'), ('silver', 'n')]","['faded', 'future', 'hoop', 'earring', 'crystal', 'silver']",faded future hoop earring crystal silver
67,Faded Future industrial charm necklace in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-industrial-charm-necklace-in-silver/203624746-1-silver,faded future industrial charm necklace in silver,"['faded', 'future', 'industrial', 'charm', 'necklace', 'in', 'silver']","['faded', 'future', 'industrial', 'charm', 'necklace', 'silver']","[('faded', 'n'), ('future', 'a'), ('industrial', 'a'), ('charm', 'n'), ('necklace', 'n'), ('silver', 'n')]","['faded', 'future', 'industrial', 'charm', 'necklace', 'silver']",faded future industrial charm necklace silver
68,ASOS DESIGN lace up boot in tan leather with suede padded collar,ASOS DESIGN,TAN,images.asos-media.com/products/asos-design-lace-up-boot-in-tan-leather-with-suede-padded-collar/203252337-1-tan,asos design lace up boot in tan leather with suede padded collar,"['asos', 'design', 'lace', 'up', 'boot', 'in', 'tan', 'leather', 'with', 'suede', 'padded', 'collar']","['asos', 'design', 'lace', 'boot', 'tan', 'leather', 'suede', 'padded', 'collar']","[('asos', 'n'), ('design', 'n'), ('lace', 'n'), ('boot', 'n'), ('tan', 'n'), ('leather', 'n'), ('suede', 'n'), ('padded', 'n'), ('collar', 'n')]","['asos', 'design', 'lace', 'boot', 'tan', 'leather', 'suede', 'padded', 'collar']",asos design lace boot tan leather suede padded collar
